generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,dry_dock_started_rate,dry_dock_completed_rate,avg_damaged_ships,avg_raid_actions,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,dry_dock_bias,repair_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
1360,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1361,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1362,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1363,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1364,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1365,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1366,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1367,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1368,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1369,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1370,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1371,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1372,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1373,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1374,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1375,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1376,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1377,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1378,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1379,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1380,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1381,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1382,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1383,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1384,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1385,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1386,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1387,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1388,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1389,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1390,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1391,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1392,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1393,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1394,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1395,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1396,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1397,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1398,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1399,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1400,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1401,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1402,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1403,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1404,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1405,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1406,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1407,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1408,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1409,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1410,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1411,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1412,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1413,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1414,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1415,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1416,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
1417,kept,76730,360,290,2,161,13,23728,0,27000,1040,6480,0.450000,0.805556,10.305556,43.166667,9.925000,0.213889,0.197222,0.027778,0.025000,0.016667,0.016667,0.250000,0.250000,5.561111,0.152778,0.136111,0.538889,26.300000,0.813889,1.694444,0.062088,1.868107,0.001847,3.501554,0.002110,0.884512,0.139268,0.023628,0.009742,0.102912,0.760323,0.963373,0.762972,0.362948,0.092740,0.829157,fishing_boat|fire_plans|guard_captain
