generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fire_plans_bias,construction_idle_bias,build_priority
222,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
223,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
224,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
225,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
226,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
227,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
228,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
229,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
230,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
231,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
232,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
233,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
234,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
235,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
236,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
237,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
238,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
239,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
240,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
241,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
242,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
243,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
244,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
245,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
246,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
247,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
248,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
249,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
250,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
