generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
2032,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2033,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2034,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2035,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2036,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2037,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2038,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2039,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2040,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2041,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2042,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2043,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2044,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2045,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2046,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2047,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2048,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2049,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2050,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2051,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2052,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2053,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2054,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2055,kept,37756,170,138,0,107,15,14951,174,18000,1200,2944,0.300000,0.811765,9.211765,40.941176,11.729412,0.376471,0.352941,0.005882,0.000000,0.041176,0.041176,0.076471,0.070588,1.347059,0.670588,1.282353,0.261440,4.711399,0.455093,0.051902,0.000849,0.822425,0.026422,0.006095,0.014378,0.019477,0.777446,0.260052,0.019190,0.342226,guard_captain|shipyard
2056,learned,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2057,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2058,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2059,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2060,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2061,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2062,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2063,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2064,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2065,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2066,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2067,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2068,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2069,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2070,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2071,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2072,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2073,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2074,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2075,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2076,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2077,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2078,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2079,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2080,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2081,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2082,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2083,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2084,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2085,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2086,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2087,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2088,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2089,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2090,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2091,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2092,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2093,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2094,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2095,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2096,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2097,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2098,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2099,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2100,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
2101,kept,47578,170,146,0,114,12,16877,0,24000,960,3200,0.400000,0.858824,9.241176,41.511765,10.870588,0.482353,0.447059,0.000000,0.000000,0.029412,0.029412,0.029412,0.029412,0.470588,0.711765,1.235294,0.143792,4.810027,0.284482,0.028546,0.000467,0.586335,0.044409,0.003352,0.007908,0.010712,0.877595,0.143028,0.010555,0.188224,guard_captain|shipyard
