generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,dry_dock_started_rate,dry_dock_completed_rate,avg_damaged_ships,avg_raid_actions,avg_raid_damage_events,avg_raid_repairs,avg_damaged_raiders_sunk,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,dry_dock_bias,repair_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
1374,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1375,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1376,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1377,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1378,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1379,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1380,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1381,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1382,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1383,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1384,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1385,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1386,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1387,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1388,kept,49429,360,246,0,65,43,6912,349,18000,3440,3948,0.300000,0.683333,11.480556,197.700000,30.430556,0.213889,0.197222,0.238889,0.194444,0.000000,0.000000,0.994444,0.975000,73.538889,0.183333,0.175000,0.263889,15.144444,1.047222,0.686111,0.077778,0.344444,0.391667,0.016528,0.938708,0.293793,3.378600,0.006457,0.053141,0.127531,0.614355,0.000651,0.957046,0.858679,0.957558,0.642559,0.088765,0.164122,0.781957,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1389,learned,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1390,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1391,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1392,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1393,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1394,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1395,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1396,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1397,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1398,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1399,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1400,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1401,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1402,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1403,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1404,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1405,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1406,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1407,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1408,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1409,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1410,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1411,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1412,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1413,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1414,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1415,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1416,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1417,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1418,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1419,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1420,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1421,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1422,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
1423,kept,51985,360,264,2,47,32,13335,699,15000,2560,3624,0.250000,0.733333,11.713889,230.150000,24.241667,0.216667,0.194444,0.200000,0.161111,0.000000,0.000000,1.000000,0.983333,93.719444,0.180556,0.161111,0.175000,16.063889,1.133333,0.822222,0.094444,0.319444,0.369444,0.010743,1.177324,0.222190,3.583594,0.004197,0.217085,0.082895,0.649874,0.000423,0.972080,0.908142,0.812537,0.737440,0.057697,0.314384,0.858272,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
