generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,dry_dock_started_rate,dry_dock_completed_rate,avg_damaged_ships,avg_raid_actions,avg_raid_damage_events,avg_raid_repairs,avg_damaged_raiders_sunk,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,dry_dock_bias,repair_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
410,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
411,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
412,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
413,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
414,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
415,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
416,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
417,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
418,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
419,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
420,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
421,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
422,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
423,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
424,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
425,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
426,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
427,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
428,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
429,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
430,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
431,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
432,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
433,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
434,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
435,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
436,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
437,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
438,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
439,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
440,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
441,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
442,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
443,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
444,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
445,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
446,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
447,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
448,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
449,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
450,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
451,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
452,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
