generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fire_plans_bias,construction_idle_bias,build_priority
233,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
234,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
235,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
236,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
237,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
238,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
239,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
240,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
241,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
242,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
243,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
244,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
245,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
246,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
247,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
248,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
249,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
250,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
