generation,status,fitness,games,wins,draws,port_wins,port_losses,stomp_penalty,matchup_floor_penalty,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
207,kept,24591,1600,955,2,794,400,18420,30450,0.080000,0.596875,9.475625,29.229375,29.888750,0.061250,0.059375,0.061875,0.059375,0.000000,0.000000,0.018125,0.018125,0.104375,0.474375,0.668125,0.992344,3.691753,3.247705,1.597452,0.135880,0.984125,0.050118,0.041129,0.000440,0.004731,0.352032,0.164062,0.050468,0.479066,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
208,kept,24591,1600,955,2,794,400,18420,30450,0.080000,0.596875,9.475625,29.229375,29.888750,0.061250,0.059375,0.061875,0.059375,0.000000,0.000000,0.018125,0.018125,0.104375,0.474375,0.668125,0.992344,3.691753,3.247705,1.597452,0.135880,0.984125,0.050118,0.041129,0.000440,0.004731,0.352032,0.164062,0.050468,0.479066,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
209,kept,24591,1600,955,2,794,400,18420,30450,0.080000,0.596875,9.475625,29.229375,29.888750,0.061250,0.059375,0.061875,0.059375,0.000000,0.000000,0.018125,0.018125,0.104375,0.474375,0.668125,0.992344,3.691753,3.247705,1.597452,0.135880,0.984125,0.050118,0.041129,0.000440,0.004731,0.352032,0.164062,0.050468,0.479066,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
210,kept,24591,1600,955,2,794,400,18420,30450,0.080000,0.596875,9.475625,29.229375,29.888750,0.061250,0.059375,0.061875,0.059375,0.000000,0.000000,0.018125,0.018125,0.104375,0.474375,0.668125,0.992344,3.691753,3.247705,1.597452,0.135880,0.984125,0.050118,0.041129,0.000440,0.004731,0.352032,0.164062,0.050468,0.479066,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
211,kept,24591,1600,955,2,794,400,18420,30450,0.080000,0.596875,9.475625,29.229375,29.888750,0.061250,0.059375,0.061875,0.059375,0.000000,0.000000,0.018125,0.018125,0.104375,0.474375,0.668125,0.992344,3.691753,3.247705,1.597452,0.135880,0.984125,0.050118,0.041129,0.000440,0.004731,0.352032,0.164062,0.050468,0.479066,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
212,kept,24591,1600,955,2,794,400,18420,30450,0.080000,0.596875,9.475625,29.229375,29.888750,0.061250,0.059375,0.061875,0.059375,0.000000,0.000000,0.018125,0.018125,0.104375,0.474375,0.668125,0.992344,3.691753,3.247705,1.597452,0.135880,0.984125,0.050118,0.041129,0.000440,0.004731,0.352032,0.164062,0.050468,0.479066,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
213,kept,24591,1600,955,2,794,400,18420,30450,0.080000,0.596875,9.475625,29.229375,29.888750,0.061250,0.059375,0.061875,0.059375,0.000000,0.000000,0.018125,0.018125,0.104375,0.474375,0.668125,0.992344,3.691753,3.247705,1.597452,0.135880,0.984125,0.050118,0.041129,0.000440,0.004731,0.352032,0.164062,0.050468,0.479066,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
214,learned,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
215,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
216,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
217,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
218,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
219,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
220,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
221,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
222,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
223,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
224,kept,35174,1600,986,0,789,385,21830,35000,0.080000,0.616250,9.453125,29.573125,27.581250,0.072500,0.069375,0.028750,0.026250,0.000625,0.000625,0.013750,0.013750,0.041250,0.370000,0.468125,1.113662,3.649428,3.025863,1.637728,0.088322,0.989681,0.045414,0.026734,0.000286,0.003075,0.228821,0.106640,0.032804,0.661393,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
225,learned,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
226,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
227,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
228,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
229,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
230,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
231,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
232,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
233,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
234,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
235,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
236,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
237,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
238,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
239,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
240,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
241,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
242,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
243,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
244,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
245,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
246,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
247,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
248,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
249,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
250,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
251,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
252,kept,43346,1600,977,3,746,344,18530,28350,0.050000,0.610625,9.829375,28.376250,25.015000,0.218750,0.200625,0.013125,0.010625,0.021250,0.020625,0.006875,0.006875,0.084375,0.273750,0.323750,0.909106,3.695684,2.965025,1.810377,0.057409,0.993293,0.177465,0.017377,0.012086,0.001999,0.455903,0.069316,0.052660,0.779905,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
253,learned,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
254,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
255,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
256,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
257,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
258,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
259,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
260,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
261,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
262,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
263,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
264,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
265,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
266,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
267,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
268,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
269,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
