generation,status,fitness,games,wins,draws,port_wins,port_losses,stomp_penalty,matchup_floor_penalty,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
558,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
559,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
560,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
561,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
562,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
563,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
564,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
565,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
566,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
567,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
568,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
569,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
570,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
571,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
572,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
573,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
574,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
575,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
576,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
577,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
578,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
579,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
580,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
581,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
582,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
583,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
584,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
585,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
586,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
587,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
588,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
589,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
590,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
591,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
592,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
593,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
594,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
595,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
596,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
597,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
598,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
599,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
600,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
601,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
602,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
603,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
604,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
605,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
606,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
607,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
608,kept,63121,1600,1013,5,782,320,21160,32550,0.040000,0.633125,9.795000,31.615000,22.028750,0.076250,0.069375,0.014375,0.013750,0.033750,0.032500,0.129375,0.128125,1.435000,0.086250,0.093125,0.799166,3.595712,2.624073,2.271394,0.017821,0.810148,0.048736,0.012646,0.017764,0.032258,0.663574,0.019036,0.085815,0.487136,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
