generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
847,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
848,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
849,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
850,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
851,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
852,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
853,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
854,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
855,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
856,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
857,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
858,fragile,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
859,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
860,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
861,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
862,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
863,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
864,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
865,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
866,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
867,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
868,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
869,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
870,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
871,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
872,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
873,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
874,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
875,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
876,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
877,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
878,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
879,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
880,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
881,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
882,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
883,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
884,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
885,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
886,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
887,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
888,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
889,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
890,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
891,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
892,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
893,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
894,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
895,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
896,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
897,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
898,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
899,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
900,kept,3339,170,98,0,67,46,4468,2970,6000,0.100000,0.576471,10.205882,38.194118,35.094118,0.017647,0.017647,0.123529,0.123529,0.217647,0.211765,0.323529,0.311765,2.417647,0.058824,0.058824,2.484989,3.556433,2.800887,1.534314,0.019919,0.852635,0.006674,0.063559,0.093880,0.068529,0.612329,0.010080,0.124789,0.586672,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
