generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
579,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
580,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
581,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
582,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
583,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
584,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
585,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
586,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
587,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
588,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
589,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
590,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
591,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
592,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
593,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
594,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
595,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
596,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
597,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
598,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
599,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
600,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
601,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
602,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
603,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
604,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
605,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
606,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
607,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
608,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
609,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
610,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
611,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
612,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
613,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
614,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
615,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
616,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
617,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
618,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
619,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
620,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
621,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
622,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
623,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
624,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
625,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
626,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
627,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
628,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
629,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
630,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
631,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
632,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
633,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
634,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
635,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
636,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
637,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
638,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
639,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
640,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
641,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
642,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
643,kept,-419,170,96,0,70,49,6087,3668,6000,0.100000,0.564706,9.982353,36.088235,35.894118,0.017647,0.017647,0.047059,0.041176,0.288235,0.276471,0.211765,0.211765,1.958824,0.029412,0.029412,2.600041,3.692699,2.684996,1.568824,0.029293,0.894258,0.009815,0.027623,0.138059,0.053729,0.548250,0.014823,0.183513,0.537968,fort|shipyard|trade_guild|fishing_dock|fire_plans|guard_captain
