generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
57,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
58,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
59,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
60,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
61,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
62,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
63,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
64,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
65,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
66,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
67,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
68,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
69,kept,409408,1400,592,0,41,0.422857,10.370000,325.158571,52.363571,0.075714,0.056429,0.022857,0.015714,0.003571,0.001429,0.959286,0.893571,146.064286,0.345714,0.529286,2.300767,4.076510,2.233387,1.825782,0.843241,0.604542,0.284566,0.292208,0.236170,0.858593,0.995103,0.116625,0.946236,0.292588,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
70,learned,414779,1400,608,0,45,0.434286,10.342143,330.132143,55.143571,0.049286,0.038571,0.015714,0.013571,0.002143,0.000714,0.977143,0.915714,146.244286,0.281429,0.372143,2.435907,3.883088,2.127388,1.878021,0.861028,0.584779,0.184968,0.189935,0.175794,0.908086,0.996817,0.075806,0.965053,0.449289,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
71,kept,414779,1400,608,0,45,0.434286,10.342143,330.132143,55.143571,0.049286,0.038571,0.015714,0.013571,0.002143,0.000714,0.977143,0.915714,146.244286,0.281429,0.372143,2.435907,3.883088,2.127388,1.878021,0.861028,0.584779,0.184968,0.189935,0.175794,0.908086,0.996817,0.075806,0.965053,0.449289,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
72,kept,414779,1400,608,0,45,0.434286,10.342143,330.132143,55.143571,0.049286,0.038571,0.015714,0.013571,0.002143,0.000714,0.977143,0.915714,146.244286,0.281429,0.372143,2.435907,3.883088,2.127388,1.878021,0.861028,0.584779,0.184968,0.189935,0.175794,0.908086,0.996817,0.075806,0.965053,0.449289,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
73,kept,414779,1400,608,0,45,0.434286,10.342143,330.132143,55.143571,0.049286,0.038571,0.015714,0.013571,0.002143,0.000714,0.977143,0.915714,146.244286,0.281429,0.372143,2.435907,3.883088,2.127388,1.878021,0.861028,0.584779,0.184968,0.189935,0.175794,0.908086,0.996817,0.075806,0.965053,0.449289,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
74,kept,414779,1400,608,0,45,0.434286,10.342143,330.132143,55.143571,0.049286,0.038571,0.015714,0.013571,0.002143,0.000714,0.977143,0.915714,146.244286,0.281429,0.372143,2.435907,3.883088,2.127388,1.878021,0.861028,0.584779,0.184968,0.189935,0.175794,0.908086,0.996817,0.075806,0.965053,0.449289,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
75,kept,414779,1400,608,0,45,0.434286,10.342143,330.132143,55.143571,0.049286,0.038571,0.015714,0.013571,0.002143,0.000714,0.977143,0.915714,146.244286,0.281429,0.372143,2.435907,3.883088,2.127388,1.878021,0.861028,0.584779,0.184968,0.189935,0.175794,0.908086,0.996817,0.075806,0.965053,0.449289,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
76,learned,436178,1400,614,2,37,0.438571,10.458571,339.817857,50.158571,0.025000,0.020000,0.012143,0.011429,0.003571,0.003571,0.975714,0.920000,153.788571,0.231429,0.299286,2.469518,4.099192,2.190046,1.931082,0.697975,0.730107,0.120229,0.271919,0.264493,0.940256,0.997931,0.065039,0.977285,0.444507,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
77,kept,436178,1400,614,2,37,0.438571,10.458571,339.817857,50.158571,0.025000,0.020000,0.012143,0.011429,0.003571,0.003571,0.975714,0.920000,153.788571,0.231429,0.299286,2.469518,4.099192,2.190046,1.931082,0.697975,0.730107,0.120229,0.271919,0.264493,0.940256,0.997931,0.065039,0.977285,0.444507,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
78,kept,436178,1400,614,2,37,0.438571,10.458571,339.817857,50.158571,0.025000,0.020000,0.012143,0.011429,0.003571,0.003571,0.975714,0.920000,153.788571,0.231429,0.299286,2.469518,4.099192,2.190046,1.931082,0.697975,0.730107,0.120229,0.271919,0.264493,0.940256,0.997931,0.065039,0.977285,0.444507,fishing_dock|guard_captain|fishing_boat|fire_plans|trade_guild
79,learned,441767,1400,601,2,42,0.429286,10.425000,348.387857,53.490000,0.033571,0.024286,0.017857,0.012143,0.002143,0.002143,0.983571,0.918571,155.857857,0.170714,0.204286,2.526077,3.887634,2.135176,2.131100,0.750330,0.632371,0.130581,0.317714,0.326493,0.961166,0.998655,0.042275,0.985235,0.533909,fishing_dock|guard_captain|fishing_boat|fire_plans
80,kept,441767,1400,601,2,42,0.429286,10.425000,348.387857,53.490000,0.033571,0.024286,0.017857,0.012143,0.002143,0.002143,0.983571,0.918571,155.857857,0.170714,0.204286,2.526077,3.887634,2.135176,2.131100,0.750330,0.632371,0.130581,0.317714,0.326493,0.961166,0.998655,0.042275,0.985235,0.533909,fishing_dock|guard_captain|fishing_boat|fire_plans
81,kept,441767,1400,601,2,42,0.429286,10.425000,348.387857,53.490000,0.033571,0.024286,0.017857,0.012143,0.002143,0.002143,0.983571,0.918571,155.857857,0.170714,0.204286,2.526077,3.887634,2.135176,2.131100,0.750330,0.632371,0.130581,0.317714,0.326493,0.961166,0.998655,0.042275,0.985235,0.533909,fishing_dock|guard_captain|fishing_boat|fire_plans
82,kept,441767,1400,601,2,42,0.429286,10.425000,348.387857,53.490000,0.033571,0.024286,0.017857,0.012143,0.002143,0.002143,0.983571,0.918571,155.857857,0.170714,0.204286,2.526077,3.887634,2.135176,2.131100,0.750330,0.632371,0.130581,0.317714,0.326493,0.961166,0.998655,0.042275,0.985235,0.533909,fishing_dock|guard_captain|fishing_boat|fire_plans
83,kept,441767,1400,601,2,42,0.429286,10.425000,348.387857,53.490000,0.033571,0.024286,0.017857,0.012143,0.002143,0.002143,0.983571,0.918571,155.857857,0.170714,0.204286,2.526077,3.887634,2.135176,2.131100,0.750330,0.632371,0.130581,0.317714,0.326493,0.961166,0.998655,0.042275,0.985235,0.533909,fishing_dock|guard_captain|fishing_boat|fire_plans
84,kept,441767,1400,601,2,42,0.429286,10.425000,348.387857,53.490000,0.033571,0.024286,0.017857,0.012143,0.002143,0.002143,0.983571,0.918571,155.857857,0.170714,0.204286,2.526077,3.887634,2.135176,2.131100,0.750330,0.632371,0.130581,0.317714,0.326493,0.961166,0.998655,0.042275,0.985235,0.533909,fishing_dock|guard_captain|fishing_boat|fire_plans
85,learned,458043,1400,616,0,58,0.440000,10.393571,359.132143,54.180000,0.017857,0.009286,0.016429,0.011429,0.004286,0.002857,0.989286,0.927857,161.395000,0.001429,0.001429,2.296821,3.658857,2.138214,2.006169,0.837714,0.540264,0.084878,0.303536,0.452289,0.974758,0.999126,0.146247,0.909932,0.347041,fishing_dock|fishing_boat|fire_plans
86,learned,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
87,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
88,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
89,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
90,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
91,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
92,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
93,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
94,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
95,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
96,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
97,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
98,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
99,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
100,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
101,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
102,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
103,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
104,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
105,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
106,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
107,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
108,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
109,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
110,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
111,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
112,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
113,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
114,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
115,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
116,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
117,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
118,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
119,kept,460329,1400,632,0,48,0.451429,10.518571,356.687143,51.595000,0.012143,0.008571,0.034286,0.028571,0.001429,0.001429,0.984286,0.938571,160.798571,0.002143,0.002143,2.380930,3.592284,2.257105,1.800019,0.674788,0.606455,0.055170,0.475309,0.637309,0.983593,0.999432,0.370835,0.849655,0.236770,fishing_dock|fishing_boat|fire_plans
120,learned,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
121,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
122,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
123,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
124,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
125,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
